Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
257,Fury Heroes 2,XOne,2016.0,Role-Playing,THQ,0.11,0.26,0.25,0.19,0.81
258,Titans Odyssey: Next Gen,WiiU,2018.0,Racing,Warner Bros. Interactive,0.45,0.19,0.01,0.16,0.81
259,Age of Titans: Remastered,PC,2000.0,Action,Sony Computer Entertainment,0.39,0.15,0.13,0.14,0.81
260,Champions Fairways: Origins,WiiU,2015.0,Simulation,Namco Bandai Games,0.23,0.37,0.06,0.15,0.81
261,Saga of Honor,PS2,2001.0,Sports,Atari,0.43,0.21,0.02,0.15,0.81
262,Chronicles of Fury: Next Gen,SNES,1998.0,Sports,Nintendo,0.34,0.33,0.02,0.11,0.8
263,Empire of Legends: Revolution,X360,2009.0,Simulation,Epic Games,0.38,0.21,0.06,0.15,0.8
264,Quest for Heroes 2,Wii,2009.0,Shooter,2K Games,0.43,0.27,0.01,0.09,0.8
265,Skies Racing Stars: Next Gen,DS,2012.0,Fighting,Konami Digital Entertainment,0.48,0.25,0.03,0.04,0.8
266,Glory Gridiron: Revolution,3DS,2014.0,Action,Microsoft Game Studios,0.33,0.3,0.12,0.05,0.8
267,Fall of Frontier,XOne,2020.0,Sports,Nintendo,0.35,0.27,0.05,0.12,0.79
268,Shadows Frontier III,3DS,2020.0,Action,Sony Computer Entertainment,0.32,0.29,0.13,0.05,0.79
269,Champions Odyssey: Origins,PS2,2003.0,Fighting,Atari,0.33,0.33,0.05,0.08,0.79
270,Realm of Champions,GB,1997.0,Sports,Capcom,0.23,0.34,0.08,0.14,0.79
271,World of Duty 2,PSV,2018.0,Role-Playing,Square Enix,0.31,0.17,0.23,0.08,0.79
272,Chronicles of Racing Stars 3,PS2,2004.0,Strategy,Namco Bandai Games,0.21,0.34,0.13,0.11,0.79
273,Nations Honor II,Wii,2015.0,Action,THQ,0.18,0.32,0.07,0.22,0.79
274,Honor Duty,X360,2016.0,Action,Konami Digital Entertainment,0.24,0.3,0.14,0.11,0.79
275,Glory Glory: Remastered,PS4,2015.0,Racing,2K Games,0.4,0.23,0.1,0.05,0.78
276,Battle for Champions,Wii,2013.0,Simulation,Epic Games,0.26,0.18,0.28,0.06,0.78
277,Warriors Fury: Origins,PS4,2019.0,Simulation,Konami Digital Entertainment,0.46,0.18,0.02,0.12,0.78
278,Conquest Frontier,Wii,2012.0,Role-Playing,Warner Bros. Interactive,0.4,0.19,0.17,0.02,0.78
279,Arena Duty: Next Gen,PSP,2006.0,Role-Playing,CD Projekt,0.19,0.07,0.4,0.12,0.78
280,Chronicles of Titans,SNES,1995.0,Action,Epic Games,0.41,0.19,0.1,0.08,0.78
281,Shadows Legends 3,PS,2004.0,Role-Playing,Namco Bandai Games,0.26,0.09,0.36,0.07,0.78
282,Battle for Conquest: Origins,PSV,2020.0,Shooter,Electronic Arts,0.37,0.3,0.05,0.06,0.78
283,Dragons Valor Gold Edition,Wii,2011.0,Fighting,Konami Digital Entertainment,0.34,0.27,0.06,0.11,0.78
284,Quest for Storm 2,DS,2008.0,Action,Sega,0.29,0.22,0.13,0.14,0.78
285,Depths Arena Gold Edition,PS4,2020.0,Shooter,Sega,0.37,0.26,0.02,0.12,0.77
286,Depths Warriors II,PC,2000.0,Adventure,Bethesda Softworks,0.32,0.25,0.08,0.12,0.77
287,World of Dragons III,3DS,2018.0,Fighting,Konami Digital Entertainment,0.21,0.4,0.13,0.03,0.77
288,Racing Stars Depths Gold Edition,X360,2014.0,Action,2K Games,0.34,0.26,0.13,0.04,0.77
289,Fairways Racing Stars,DS,2010.0,Adventure,CD Projekt,0.35,0.17,0.2,0.04,0.76
290,Tales of Legends Gold Edition,Wii,2014.0,Role-Playing,Square Enix,0.18,0.18,0.32,0.08,0.76
291,Titans Storm: Revolution,Wii,2010.0,Sports,Atari,0.41,0.25,0.01,0.09,0.76
292,Shadow of Racing Stars: Remastered,PC,2000.0,Fighting,Capcom,0.16,0.39,0.06,0.15,0.76
293,Call of Dragons: Reborn,PC,1995.0,Adventure,2K Games,0.38,0.22,0.08,0.08,0.76
294,Arena Fury 3,Wii,2009.0,Shooter,Activision,0.45,0.09,0.02,0.2,0.76
295,Duty Skies 2,PS2,2008.0,Adventure,CD Projekt,0.49,0.14,0.05,0.07,0.75
296,Nations Warriors III,PC,2002.0,Misc,Namco Bandai Games,0.33,0.21,0.04,0.17,0.75
297,Shadows Storm,WiiU,2015.0,Action,Warner Bros. Interactive,0.46,0.16,0.03,0.09,0.74
298,Call of Storm,PS2,2008.0,Shooter,Konami Digital Entertainment,0.38,0.23,0.02,0.11,0.74
299,Realm of Gridiron: Remastered,WiiU,2020.0,Shooter,2K Games,0.4,0.19,0.06,0.09,0.74
300,World of Heroes II,GB,2004.0,Platform,Disney Interactive Studios,0.28,0.21,0.12,0.13,0.74
301,Empires Rebellion: Revolution,X360,2005.0,Sports,Namco Bandai Games,0.3,0.32,0.06,0.06,0.74
302,Call of Gridiron,3DS,2017.0,Strategy,Nintendo,0.33,0.21,0.1,0.1,0.74
303,Valor Rebellion,PS,2005.0,Action,Electronic Arts,0.35,0.11,0.18,0.1,0.74
304,Heroes Honor,PSV,2011.0,Shooter,Epic Games,0.32,0.24,0.06,0.12,0.74
305,Shadow of Frontier: Reborn,Wii,2006.0,Action,Konami Digital Entertainment,0.43,0.18,0.04,0.08,0.73
306,Realm of Frontier: Origins,PS2,2002.0,Platform,Microsoft Game Studios,0.31,0.19,0.1,0.13,0.73
307,Rise of Fury: Next Gen,Wii,2016.0,Action,Konami Digital Entertainment,0.28,0.25,0.13,0.07,0.73
308,Legend of Odyssey: Next Gen,SNES,2005.0,Strategy,Warner Bros. Interactive,0.21,0.12,0.14,0.26,0.73
309,Fall of Depths 2,PSV,2017.0,Fighting,Activision,0.37,0.2,0.05,0.11,0.73
310,Quest for Storm,GB,2001.0,Fighting,Sony Computer Entertainment,0.18,0.14,0.29,0.12,0.73
311,Battle for Arena,PSV,2014.0,Action,Bethesda Softworks,0.32,0.16,0.09,0.16,0.73
312,Battle for Valor III,PS4,2013.0,Adventure,Bethesda Softworks,0.35,0.18,0.12,0.08,0.73
313,Saga of Rebellion: Origins,WiiU,2015.0,Shooter,THQ,0.37,0.28,0.02,0.06,0.73
314,Fall of Conquest: Next Gen,PS4,,Action,Activision,0.38,0.24,0.06,0.04,0.72
315,Empires Odyssey,DS,2010.0,Action,Take-Two Interactive,0.12,0.28,0.15,0.17,0.72
316,Odyssey Honor 3,DS,2005.0,Simulation,Microsoft Game Studios,0.24,0.25,0.04,0.19,0.72
317,Empires Racing Stars II,PC,2001.0,Platform,Microsoft Game Studios,0.28,0.22,0.05,0.16,0.71
318,Dragons Warriors II,PSV,2014.0,Adventure,Take-Two Interactive,0.19,0.34,0.1,0.08,0.71
319,Saga of Shadows II,XB,2002.0,Adventure,CD Projekt,0.36,0.22,0.09,0.04,0.71
320,Conquest Nations Gold Edition,GB,2004.0,Role-Playing,Ubisoft,0.32,0.15,0.22,0.01,0.7
321,Valor Warriors: Revolution,PSV,2018.0,Role-Playing,Warner Bros. Interactive,0.34,0.2,0.13,0.03,0.7
322,Storm Heroes 2,Wii,2016.0,Role-Playing,Microsoft Game Studios,0.25,0.12,0.3,0.03,0.7
323,Fall of Honor 3,PSV,2018.0,Role-Playing,Electronic Arts,0.21,0.25,0.19,0.04,0.69
324,Destiny Valor Gold Edition,XOne,2015.0,Misc,Epic Games,0.31,0.24,0.09,0.05,0.69
325,Champions Empires II,XB,2005.0,Action,Konami Digital Entertainment,0.31,0.16,0.19,0.03,0.69
326,Frontier Champions,GB,1999.0,Role-Playing,Square Enix,0.34,0.09,0.23,0.03,0.69
327,Call of Honor: Next Gen,GB,1996.0,Platform,2K Games,0.24,0.33,0.06,0.06,0.69
328,Kingdom of Heroes,Wii,2013.0,Racing,Ubisoft,0.29,0.21,0.0,0.19,0.69
329,Chronicles of Frontier,PS3,2011.0,Racing,,0.36,0.19,0.02,0.12,0.69
330,Storm Nations,XB,2005.0,Racing,Warner Bros. Interactive,0.42,0.15,0.01,0.11,0.69
331,Fall of Warriors III,PC,2003.0,Sports,Electronic Arts,0.37,0.23,0.04,0.05,0.69
332,Age of Duty Gold Edition,PC,1998.0,Fighting,Activision,0.36,0.2,0.04,0.09,0.69
333,Fall of Titans 3,PC,1997.0,Sports,Epic Games,0.17,0.28,0.01,0.23,0.69
334,Shadow of Dragons,PSP,2009.0,Simulation,Warner Bros. Interactive,0.32,0.13,0.22,0.01,0.68
335,Depths Dragons Gold Edition,GB,2002.0,Strategy,Bethesda Softworks,0.25,0.19,0.15,0.09,0.68
336,Rise of Titans,DS,2004.0,Misc,Sony Computer Entertainment,0.32,0.11,0.1,0.15,0.68
337,Tales of Depths 2,X360,2013.0,Sports,Konami Digital Entertainment,0.23,0.28,0.07,0.1,0.68
338,Kingdom of Shadows II,SNES,2002.0,Action,Nintendo,0.34,0.29,0.03,0.02,0.68
339,Fury Glory,Wii,2015.0,Strategy,Capcom,0.28,0.28,0.08,0.04,0.68
340,Legend of Duty III,PC,2002.0,Adventure,THQ,0.3,0.17,0.09,0.12,0.68
341,Legend of Frontier Gold Edition,PC,2000.0,Shooter,Sega,0.34,0.26,0.01,0.07,0.68
342,Fall of Racing Stars,PS3,2013.0,Platform,2K Games,0.2,0.3,0.06,0.11,0.67
343,Frontier Empires,GB,2003.0,Racing,Atari,0.33,0.27,0.03,0.04,0.67
344,Shadow of Titans,Switch,2017.0,Shooter,Take-Two Interactive,0.32,0.23,0.03,0.09,0.67
345,Heroes Valor,X360,2008.0,Role-Playing,Square Enix,0.06,0.26,0.22,0.13,0.67
346,Racing Stars Honor,Switch,2019.0,Simulation,Microsoft Game Studios,0.33,0.18,0.09,0.07,0.67
347,Age of Shadows,PS4,2016.0,Action,Capcom,0.3,0.19,0.14,0.04,0.67
348,Fall of Glory II,DS,2011.0,Fighting,THQ,0.29,0.13,0.05,0.2,0.67
349,Legends Warriors: Origins,PS2,2003.0,Adventure,Square Enix,0.27,0.2,0.07,0.12,0.66
350,Kingdom of Empires: Origins,X360,2014.0,Simulation,Capcom,0.35,0.13,0.09,0.09,0.66
351,Fall of Storm,PC,,Puzzle,Namco Bandai Games,0.24,0.16,0.15,0.11,0.66
352,Heroes Heroes: Reborn,Wii,2015.0,Misc,2K Games,0.25,0.25,0.08,0.08,0.66
353,Age of Conquest: Origins,GBA,2003.0,Role-Playing,2K Games,0.24,0.11,0.23,0.08,0.66
354,Destiny Storm III,WiiU,2015.0,Simulation,Namco Bandai Games,0.25,0.26,0.12,0.03,0.66
355,Warriors Conquest II,SNES,1995.0,Sports,Disney Interactive Studios,0.35,0.24,0.01,0.06,0.66
356,Age of Dragons: Remastered,3DS,2012.0,Misc,2K Games,0.21,0.21,0.02,0.21,0.65
357,Frontier Nations,PS2,2003.0,Strategy,Konami Digital Entertainment,0.41,0.09,0.04,0.11,0.65
358,Chronicles of Honor 2,PSP,2008.0,Action,Bethesda Softworks,0.37,0.11,0.06,0.11,0.65
359,Tales of Dragons 2,PS2,2004.0,Action,Microsoft Game Studios,0.33,0.17,0.07,0.08,0.65
360,Quest for Dragons Gold Edition,PS3,2008.0,Simulation,Electronic Arts,0.37,0.11,0.11,0.06,0.65
361,Champions Racing Stars: Origins,Wii,2013.0,Sports,Konami Digital Entertainment,0.39,0.22,0.01,0.03,0.65
362,Fall of Glory,XOne,2020.0,Role-Playing,CD Projekt,0.32,0.07,0.22,0.04,0.65
363,Saga of Rebellion,PS2,2005.0,Sports,Konami Digital Entertainment,0.29,0.26,0.04,0.06,0.65
364,Battle for Nations III,GC,,Fighting,Microsoft Game Studios,0.33,0.15,0.07,0.09,0.64
365,Saga of Valor,N64,2001.0,Shooter,Take-Two Interactive,0.37,0.12,0.0,0.15,0.64
366,Shadow of Arena: Reborn,Switch,2017.0,Misc,Take-Two Interactive,0.3,0.19,0.06,0.09,0.64
367,Arena Rebellion III,N64,2008.0,Fighting,Epic Games,0.24,0.22,0.12,0.06,0.64
368,Shadow of Champions 3,X360,2015.0,Action,Activision,0.25,0.18,0.08,0.12,0.63
369,Age of Honor,PS4,2017.0,Adventure,Ubisoft,0.29,0.15,0.02,0.17,0.63
370,Dragons Glory 2,PC,1998.0,Strategy,2K Games,0.31,0.08,0.08,0.16,0.63
371,Age of Odyssey,Wii,2010.0,Adventure,,0.29,0.11,0.13,0.1,0.63
372,Shadows Glory,PSV,2014.0,Puzzle,Microsoft Game Studios,0.2,0.34,0.06,0.03,0.63
373,World of Shadows: Remastered,PS3,2017.0,Racing,Warner Bros. Interactive,0.28,0.15,0.15,0.04,0.62
374,Nations Titans,PS3,2011.0,Strategy,Sony Computer Entertainment,0.17,0.31,0.07,0.07,0.62
375,Kingdom of Honor,GBA,2004.0,Simulation,THQ,0.32,0.12,0.1,0.08,0.62
376,Legend of Conquest 2,PS2,2006.0,Action,Microsoft Game Studios,0.31,0.21,0.06,0.04,0.62
377,Shadow of Frontier: Next Gen,X360,2016.0,Adventure,Bethesda Softworks,0.24,0.2,0.07,0.11,0.62
378,Empires Champions: Reborn,GBA,2009.0,Racing,Namco Bandai Games,0.36,0.19,0.01,0.06,0.62
379,Racing Stars Depths: Remastered,PSP,2008.0,Action,Bethesda Softworks,0.21,0.14,0.1,0.17,0.62
380,World of Valor: Revolution,N64,1996.0,Platform,Disney Interactive Studios,0.35,0.1,0.08,0.09,0.62
381,Depths Warriors,SNES,1996.0,Platform,Take-Two Interactive,0.24,0.15,0.13,0.1,0.62
382,Tales of Destiny,SNES,1999.0,Role-Playing,CD Projekt,0.16,0.25,0.19,0.02,0.62
383,Dragons Honor II,PS3,2008.0,Shooter,Disney Interactive Studios,0.31,0.18,0.02,0.11,0.62
384,Fairways Titans 3,PC,1999.0,Puzzle,Microsoft Game Studios,0.34,0.11,0.05,0.12,0.62
385,Fairways Frontier II,N64,2000.0,Sports,Sega,0.42,0.09,0.0,0.11,0.62
386,Shadow of Empires,PC,1999.0,Role-Playing,Warner Bros. Interactive,0.16,0.19,0.16,0.11,0.62
387,Rise of Shadows,GBA,2004.0,Strategy,Warner Bros. Interactive,0.29,0.18,0.07,0.07,0.61
388,Odyssey Duty III,N64,2003.0,Simulation,Capcom,0.19,0.26,0.06,0.1,0.61
389,Quest for Shadows: Remastered,DS,2007.0,Puzzle,Capcom,0.23,0.25,0.05,0.08,0.61
390,Tales of Glory II,GC,2006.0,Simulation,Take-Two Interactive,0.35,0.08,0.04,0.14,0.61
391,Realm of Glory: Remastered,Wii,2009.0,Fighting,2K Games,0.26,0.24,0.06,0.05,0.61
392,Kingdom of Dragons II,Switch,2020.0,Platform,2K Games,0.21,0.24,0.08,0.08,0.61
393,Fall of Champions Gold Edition,WiiU,2012.0,Adventure,Atari,0.15,0.19,0.23,0.04,0.61
394,Fall of Shadows: Remastered,PSV,2016.0,Sports,Ubisoft,0.31,0.2,0.02,0.08,0.61
395,Duty Legends 3,Wii,2006.0,Adventure,Square Enix,0.26,0.15,0.07,0.13,0.61
396,Fall of Rebellion,PSP,2010.0,Action,Activision,0.16,0.27,0.13,0.04,0.6
397,Conquest Champions 2,N64,2004.0,Action,Bethesda Softworks,0.22,0.31,0.06,0.01,0.6
398,Quest for Titans: Remastered,GB,2001.0,Platform,Ubisoft,0.26,0.16,0.09,0.09,0.6
399,Age of Valor,WiiU,2020.0,Simulation,Nintendo,0.24,0.27,0.04,0.05,0.6
400,Depths Gridiron,PSV,2016.0,Role-Playing,Nintendo,0.19,0.09,0.18,0.14,0.6
401,Arena Legends,Switch,2020.0,Action,Sony Computer Entertainment,0.21,0.23,0.1,0.06,0.6
402,Battle for Champions,PS,2004.0,Strategy,Sony Computer Entertainment,0.27,0.14,0.06,0.13,0.6
403,Tales of Champions Gold Edition,PS,1998.0,Shooter,Activision,0.28,0.23,0.02,0.07,0.6
404,Shadows Dragons,PC,1998.0,Sports,Warner Bros. Interactive,0.16,0.34,0.0,0.1,0.6
405,Honor Skies: Revolution,X360,2012.0,Role-Playing,Microsoft Game Studios,0.09,0.22,0.24,0.05,0.6
406,Call of Duty 3,PS2,2008.0,Shooter,Take-Two Interactive,0.29,0.16,0.11,0.03,0.59
407,Fall of Glory,PS2,2001.0,Racing,Electronic Arts,0.29,0.13,0.04,0.13,0.59
408,Fall of Fairways 2,GC,2007.0,Misc,Disney Interactive Studios,0.2,0.21,0.04,0.14,0.59
409,Shadows Dragons 3,Wii,2011.0,Shooter,Sega,0.25,0.23,0.04,0.07,0.59
410,Fall of Dragons,N64,,Action,Konami Digital Entertainment,0.29,0.17,0.11,0.02,0.59
411,Skies Empires: Reborn,N64,2005.0,Strategy,THQ,0.31,0.21,0.03,0.04,0.59
412,Saga of Depths: Revolution,WiiU,2013.0,Role-Playing,Nintendo,0.16,0.09,0.24,0.1,0.59
413,Warriors Heroes 2,GBA,2004.0,Role-Playing,Namco Bandai Games,0.1,0.18,0.23,0.08,0.59
414,Rebellion Racing Stars III,PS2,2002.0,Platform,Disney Interactive Studios,0.35,0.11,0.06,0.07,0.59
415,Tales of Odyssey: Origins,PS3,2014.0,Simulation,2K Games,0.32,0.15,0.05,0.07,0.59
416,Call of Nations: Next Gen,N64,2002.0,Fighting,Square Enix,0.19,0.16,0.11,0.13,0.59
417,Age of Valor: Revolution,PS,1999.0,Platform,THQ,0.18,0.12,0.22,0.06,0.58
418,Age of Depths Gold Edition,SNES,2000.0,Shooter,Microsoft Game Studios,0.24,0.19,0.05,0.1,0.58
419,Depths Storm III,Wii,2011.0,Action,Konami Digital Entertainment,0.14,0.19,0.14,0.11,0.58
420,Rise of Glory 3,DS,2005.0,Role-Playing,Atari,0.21,0.13,0.19,0.05,0.58
421,Tales of Heroes: Reborn,PS2,2006.0,Action,2K Games,0.22,0.2,0.12,0.04,0.58
422,Storm Warriors,3DS,2019.0,Fighting,Capcom,0.28,0.23,0.05,0.02,0.58
423,Age of Fairways: Origins,WiiU,2018.0,Racing,Warner Bros. Interactive,0.28,0.23,0.02,0.05,0.58
424,World of Dragons,3DS,2020.0,Sports,Ubisoft,0.29,0.21,0.01,0.07,0.58
425,World of Storm III,Switch,2017.0,Misc,Namco Bandai Games,0.34,0.19,0.02,0.03,0.58
426,Fall of Depths: Origins,PSP,2010.0,Shooter,Nintendo,0.3,0.15,0.01,0.12,0.58
427,Saga of Fury,PS3,2006.0,Action,Ubisoft,0.25,0.26,0.02,0.04,0.57
428,Quest for Empires: Origins,XOne,2013.0,Action,Atari,0.32,0.16,0.08,0.01,0.57
429,Quest for Fairways: Reborn,PSP,2011.0,Racing,Ubisoft,0.4,0.12,0.02,0.03,0.57
430,Fury Legends II,PS2,2007.0,Action,Bethesda Softworks,0.22,0.16,0.15,0.04,0.57
431,Call of Conquest: Next Gen,PSP,2012.0,Puzzle,Sega,0.34,0.17,0.05,0.01,0.57
432,Valor Heroes 3,PS2,2003.0,Role-Playing,Microsoft Game Studios,0.17,0.03,0.15,0.22,0.57
433,Realm of Duty 3,PSP,2008.0,Simulation,Square Enix,0.25,0.16,0.1,0.05,0.56
434,Dragons Odyssey 2,X360,2006.0,Puzzle,Microsoft Game Studios,0.27,0.15,0.04,0.1,0.56
435,Fury Shadows III,GB,1999.0,Sports,Epic Games,0.35,0.16,0.03,0.02,0.56
436,Titans Heroes: Revolution,Switch,2020.0,Action,Bethesda Softworks,0.19,0.07,0.15,0.15,0.56
437,Fury Fury: Next Gen,X360,2010.0,Sports,Ubisoft,0.32,0.22,0.0,0.02,0.56
438,Kingdom of Depths 3,PS3,2017.0,Misc,Warner Bros. Interactive,0.22,0.2,0.01,0.13,0.56
439,Battle for Glory 3,PC,2003.0,Sports,Atari,0.34,0.16,0.03,0.03,0.56
440,Valor Storm,3DS,2017.0,Adventure,Square Enix,0.19,0.23,0.08,0.06,0.56
441,Kingdom of Destiny: Revolution,XB,2006.0,Action,Epic Games,0.28,0.12,0.13,0.02,0.55
442,World of Empires,PC,1998.0,Strategy,Atari,0.25,0.14,0.11,0.05,0.55
443,Call of Odyssey: Remastered,X360,2008.0,Sports,Epic Games,0.41,0.11,0.01,0.02,0.55
444,Realm of Honor,GB,1999.0,Action,Capcom,0.23,0.1,0.05,0.17,0.55
445,Chronicles of Destiny: Origins,PS,,Shooter,Epic Games,0.33,0.14,0.03,0.05,0.55
446,Fury Honor 3,PS3,2007.0,Sports,Sega,0.32,0.1,0.0,0.13,0.55
447,Valor Frontier: Remastered,PSV,2020.0,Action,Bethesda Softworks,0.25,0.15,0.05,0.1,0.55
448,Saga of Odyssey: Remastered,N64,2005.0,Simulation,Nintendo,0.31,0.14,0.08,0.02,0.55
449,Duty Champions: Origins,PS2,2001.0,Action,Nintendo,0.34,0.08,0.04,0.09,0.55
450,Nations Heroes: Origins,PS4,2015.0,Sports,Electronic Arts,0.27,0.12,0.0,0.16,0.55
451,Rise of Conquest III,PSV,2019.0,Action,Ubisoft,0.19,0.28,0.03,0.05,0.55
452,Empire of Arena 3,Switch,2017.0,Action,Square Enix,0.26,0.19,0.07,0.03,0.55
453,Kingdom of Conquest: Revolution,GC,2010.0,Adventure,Atari,0.19,0.25,0.05,0.06,0.55
454,Legend of Legends,XOne,2018.0,Sports,Microsoft Game Studios,0.3,0.18,0.01,0.05,0.54
455,Odyssey Destiny II,PC,2002.0,Platform,CD Projekt,0.29,0.17,0.03,0.05,0.54
456,Rise of Heroes,PC,1998.0,Racing,Electronic Arts,0.18,0.18,0.04,0.14,0.54
457,Fall of Storm Gold Edition,GB,2000.0,Action,Atari,0.23,0.14,0.09,0.08,0.54
458,Titans Heroes Gold Edition,X360,2005.0,Racing,Take-Two Interactive,0.24,0.11,0.13,0.06,0.54
459,Shadow of Conquest 2,Switch,2020.0,Fighting,Capcom,0.27,0.12,0.05,0.1,0.54
460,Saga of Valor III,WiiU,2015.0,Role-Playing,Atari,0.09,0.29,0.13,0.03,0.54
461,Legend of Fairways 2,SNES,2001.0,Role-Playing,Warner Bros. Interactive,0.21,0.07,0.24,0.02,0.54
462,Frontier Storm: Next Gen,X360,2014.0,Sports,Electronic Arts,0.28,0.14,0.08,0.04,0.54
463,Realm of Skies: Revolution,GC,2013.0,Racing,Take-Two Interactive,0.18,0.25,0.04,0.07,0.54
464,Dragons Conquest 3,3DS,2018.0,Puzzle,Electronic Arts,0.2,0.15,0.12,0.07,0.54
465,Racing Stars Dragons: Origins,X360,2013.0,Shooter,Activision,0.25,0.2,0.05,0.04,0.54
466,Kingdom of Skies,PSV,2013.0,Simulation,THQ,0.21,0.24,0.05,0.04,0.54
467,Fall of Shadows: Origins,DS,2014.0,Platform,Capcom,0.16,0.14,0.13,0.11,0.54
468,Champions Fairways 3,PS4,2019.0,Simulation,Ubisoft,0.24,0.2,0.04,0.06,0.54
469,Skies Fury: Reborn,PS3,2017.0,Puzzle,THQ,0.27,0.14,0.03,0.1,0.54
470,Depths Rebellion III,X360,2013.0,Action,Activision,0.21,0.18,0.09,0.06,0.54
471,Storm Legends 3,XOne,2018.0,Misc,Capcom,0.17,0.17,0.11,0.08,0.53
472,Destiny Storm 3,GC,2013.0,Fighting,Microsoft Game Studios,0.29,0.11,0.04,0.09,0.53
473,Realm of Skies 2,Switch,2020.0,Shooter,Warner Bros. Interactive,0.23,0.16,0.05,0.09,0.53
474,Empire of Heroes: Reborn,XB,2002.0,Strategy,Capcom,0.23,0.09,0.14,0.07,0.53
475,Honor Fairways II,GB,1999.0,Puzzle,Sega,0.27,0.12,0.05,0.09,0.53
476,Shadows Skies III,3DS,2013.0,Racing,Konami Digital Entertainment,0.34,0.12,0.01,0.06,0.53
477,Rise of Skies II,PS,1996.0,Sports,Konami Digital Entertainment,0.21,0.26,0.01,0.05,0.53
478,World of Nations 3,XOne,2013.0,Action,2K Games,0.23,0.19,0.07,0.04,0.53
479,Call of Rebellion II,Switch,2019.0,Simulation,Take-Two Interactive,0.17,0.12,0.14,0.09,0.52
480,Valor Warriors 3,Wii,2008.0,Strategy,Konami Digital Entertainment,0.18,0.21,0.11,0.02,0.52
481,Glory Warriors II,PS3,2013.0,Platform,Nintendo,0.26,0.17,0.04,0.05,0.52
482,Gridiron Conquest 2,PS4,2020.0,Action,Sega,0.2,0.08,0.13,0.11,0.52
483,Battle for Storm III,DS,2008.0,Puzzle,Sony Computer Entertainment,0.35,0.09,0.05,0.03,0.52
484,Realm of Skies III,PS4,2018.0,Puzzle,Ubisoft,0.24,0.18,0.08,0.02,0.52
485,Conquest Destiny Gold Edition,PS,,Platform,Disney Interactive Studios,0.22,0.17,0.04,0.09,0.52
486,Shadow of Shadows: Revolution,PS3,2007.0,Role-Playing,Nintendo,0.15,0.06,0.22,0.09,0.52
487,Gridiron Storm,GBA,2009.0,Fighting,Activision,0.23,0.16,0.11,0.02,0.52
488,Duty Conquest,3DS,2012.0,Shooter,Epic Games,0.2,0.12,0.05,0.15,0.52
489,Saga of Racing Stars,DS,2013.0,Role-Playing,Take-Two Interactive,0.1,0.1,0.27,0.05,0.52
490,Racing Stars Duty: Revolution,PS,2007.0,Role-Playing,Microsoft Game Studios,0.15,0.09,0.17,0.11,0.52
491,Empire of Valor: Remastered,N64,1999.0,Action,Bethesda Softworks,0.13,0.28,0.05,0.06,0.52
492,Battle for Empires,3DS,2012.0,Shooter,THQ,0.35,0.1,0.0,0.07,0.52
493,Rise of Fury Gold Edition,PS,2008.0,Racing,,0.29,0.14,0.02,0.06,0.51
494,Shadow of Odyssey Gold Edition,XOne,2018.0,Role-Playing,CD Projekt,0.19,0.09,0.19,0.04,0.51
495,Fairways Frontier: Origins,GC,2011.0,Simulation,Sony Computer Entertainment,0.14,0.24,0.09,0.04,0.51
496,Rebellion Depths: Revolution,PS2,2002.0,Simulation,Microsoft Game Studios,0.22,0.18,0.09,0.02,0.51
497,Kingdom of Arena,XB,2010.0,Role-Playing,THQ,0.11,0.18,0.21,0.01,0.51
498,Gridiron Champions 3,PS,2003.0,Role-Playing,THQ,0.07,0.22,0.2,0.02,0.51
499,Chronicles of Nations: Origins,X360,2008.0,Racing,THQ,0.29,0.08,0.02,0.12,0.51
500,Racing Stars Honor 2,XB,2008.0,Action,Namco Bandai Games,0.26,0.14,0.01,0.1,0.51
501,Skies Rebellion 3,PS4,2016.0,Action,2K Games,0.3,0.11,0.07,0.03,0.51
502,Chronicles of Odyssey: Revolution,GBA,2003.0,Shooter,Atari,0.31,0.14,0.0,0.06,0.51
503,Rise of Glory: Remastered,DS,2014.0,Adventure,Microsoft Game Studios,0.26,0.13,0.11,0.01,0.51
504,Fury Rebellion III,DS,2012.0,Role-Playing,Namco Bandai Games,0.21,0.03,0.22,0.05,0.51
505,Legends Duty: Reborn,XOne,,Action,Activision,0.2,0.14,0.04,0.13,0.51
506,Shadow of Storm,DS,2004.0,Sports,Square Enix,0.26,0.15,0.01,0.09,0.51
507,Age of Champions 3,X360,2005.0,Puzzle,Bethesda Softworks,0.2,0.15,0.07,0.09,0.51
508,Glory Valor: Remastered,X360,2005.0,Shooter,Disney Interactive Studios,0.22,0.07,0.09,0.13,0.51
509,Legends Skies: Remastered,WiiU,2016.0,Strategy,Sega,0.18,0.11,0.12,0.1,0.51
510,Fall of Champions II,3DS,2013.0,Shooter,Square Enix,0.27,0.19,0.0,0.04,0.5
511,Fall of Champions: Origins,DS,2006.0,Fighting,Sega,0.22,0.14,0.06,0.08,0.5
512,Destiny Legends Gold Edition,PS2,2006.0,Puzzle,Sony Computer Entertainment,0.21,0.18,0.06,0.05,0.5
513,Tales of Skies 3,DS,2008.0,Platform,Nintendo,0.19,0.12,0.14,0.05,0.5
514,Depths Frontier 3,PC,2003.0,Adventure,Capcom,0.28,0.13,0.05,0.04,0.5
